grade_name,success,message,solver,elapsed_time,iterations,optimal_cost,attempts_log,premium_to_flat_price_usd_mt,optimal_fractions.Naphtha_Light_as_is,optimal_fractions.Naphtha_Heavy_factor,optimal_fractions.Reformate_escalated,optimal_fractions.Ethanol,optimal_fractions.Isomerate,optimal_fractions.Alkylate,optimal_fractions.FCC_Naphtha,optimal_fractions.Butane,optimal_fractions.MTBE,optimal_fractions.Toluene,final_properties.benzene,final_properties.olefins,final_properties.mtbe,final_properties.aromatics,final_properties.density,final_properties.e150,final_properties.e70,final_properties.t10,final_properties.t50,final_properties.sulfur_ppm,final_properties.oxy_wt,final_properties.ron,final_properties.ron_average,final_properties.mon,final_properties.rvp
Regular,True,Optimization terminated successfully,slsqp,0.4904444217681885,6,686.0000022240608,"[{'attempt': 1, 'solver': 'slsqp', 'success': np.True_, 'status': 0, 'message': 'Optimization terminated successfully', 'nfev': 6, 'njev': 5, 'nit': 6, 'cost': np.float64(686.0000022240608), 'time_seconds': 0.48888587951660156}]",-13.999997775939164,0.0,0.0,1.355408672767014e-09,0.0,0.0,0.0,0.0,0.9999999996183306,0.0,9.442033807279283e-10,3.943432729378128e-09,9.951101635794566e-10,0.0,1.2448170800444138e-07,0.5800000003915191,0.0,99.99999985064055,-4.999999833075608,-4.999999803222304,1.0,0.0,93.00000001882388,93.00000001882388,92.00000000194862,59.999999906271974
